pipeline,nutrient,accuracy,macro_f1,weighted_f1,duration_s,colsample_bytree,learning_rate,max_depth,n_estimators,rate_drop,reg_alpha,reg_lambda,skip_drop,subsample
Preprocessed,N,0.411764706,0.291666667,0.308823529,42.6,0.5,0.01,4,150,0.1,1,5,0.5,0.6
Preprocessed,N,0.37254902,0.294117647,0.307958478,41.85,0.5,0.01,4,150,0.1,1,5,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,41.98,0.5,0.01,4,150,0.1,1,5,0.5,0.8
Preprocessed,N,0.392156863,0.342619543,0.353234683,37.83,0.5,0.01,4,150,0.3,0.1,1,0.5,0.6
Preprocessed,N,0.37254902,0.328947368,0.339009288,37.9,0.5,0.01,4,150,0.3,0.1,1,0.5,0.7
Preprocessed,N,0.450980392,0.440438871,0.444956666,38.35,0.5,0.01,4,150,0.3,0.1,1,0.5,0.8
Preprocessed,N,0.392156863,0.305665349,0.320080601,37.78,0.5,0.01,4,150,0.3,0.1,5,0.5,0.6
Preprocessed,N,0.352941176,0.3002079,0.311507888,37.97,0.5,0.01,4,150,0.3,0.1,5,0.5,0.7
Preprocessed,N,0.352941176,0.3002079,0.311507888,38.19,0.5,0.01,4,150,0.3,0.1,5,0.5,0.8
Preprocessed,N,0.37254902,0.294117647,0.307958478,37.71,0.5,0.01,4,150,0.3,1,1,0.5,0.6
Preprocessed,N,0.333333333,0.27020202,0.282828283,38.4,0.5,0.01,4,150,0.3,1,1,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,38.36,0.5,0.01,4,150,0.3,1,1,0.5,0.8
Preprocessed,N,0.411764706,0.291666667,0.308823529,38.07,0.5,0.01,4,150,0.3,1,5,0.5,0.6
Preprocessed,N,0.352941176,0.260869565,0.276214834,38.24,0.5,0.01,4,150,0.3,1,5,0.5,0.7
Preprocessed,N,0.333333333,0.27020202,0.282828283,38.77,0.5,0.01,4,150,0.3,1,5,0.5,0.8
Preprocessed,N,0.392156863,0.342619543,0.353234683,5.38,0.5,0.05,2,50,0.1,0.1,1,0.5,0.6
Preprocessed,N,0.431372549,0.408636545,0.415457346,5.55,0.5,0.05,2,50,0.1,0.1,1,0.5,0.7
Preprocessed,N,0.509803922,0.506769826,0.509045398,5.36,0.5,0.05,2,50,0.1,0.1,1,0.5,0.8
Preprocessed,N,0.37254902,0.313131313,0.325014854,5.46,0.5,0.05,2,50,0.1,0.1,5,0.5,0.6
Preprocessed,N,0.411764706,0.383064516,0.390891841,5.46,0.5,0.05,2,50,0.1,0.1,5,0.5,0.7
Preprocessed,N,0.509803922,0.506769826,0.509045398,5.49,0.5,0.05,2,50,0.1,0.1,5,0.5,0.8
Preprocessed,N,0.411764706,0.356060606,0.367201426,5.38,0.5,0.05,2,50,0.1,1,1,0.5,0.6
Preprocessed,N,0.392156863,0.356532357,0.365438483,5.54,0.5,0.05,2,50,0.1,1,1,0.5,0.7
Preprocessed,N,0.490196078,0.480407524,0.484602618,5.4,0.5,0.05,2,50,0.1,1,1,0.5,0.8
Preprocessed,N,0.392156863,0.325799574,0.338241565,5.45,0.5,0.05,2,50,0.1,1,5,0.5,0.6
